@relation i10
@attribute i1 real
@attribute i2 real
@attribute i3 real
@attribute i4 real
@attribute i5 real
@attribute i6 real
@attribute i7 real
@attribute i8 real
@attribute i9 real
@attribute i10 real
@attribute class {-1,100,101,200,201,300,301,302,401,501,601,701}
@data
44.52491,648.009591,784.274438,506.812852,252.870934,95.066461,26.024974,82.880829,67.126534,1.730192,100
41.45996,651.229377,197.541437,503.47013,250.390035,36.418453,51.649139,21.52895,98.490688,7.97949,100
50.792699,655.314229,288.986469,506.616048,248.301758,81.677545,4.115735,23.271032,85.836969,56.634665,100
51.553089,660.614554,656.957758,514.45639,254.764031,35.230686,10.64026,68.893796,89.047654,20.827063,100
52.178022,658.739997,594.279259,576.936174,253.658543,31.071964,72.848525,64.804405,86.630248,68.793345,100
52.297574,654.021946,96.580569,570.515607,243.045717,12.191996,84.627098,13.345398,76.823861,96.68686,100
45.617228,657.644464,12.071992,585.578258,246.036445,47.549147,18.019533,87.201378,72.84055,38.586202,100
56.629168,663.211377,449.634553,523.274237,249.30294,27.408205,64.577994,10.118917,84.505162,62.085778,100
48.958957,662.720598,835.211132,566.681984,243.411239,15.969769,50.567997,92.862537,31.197833,27.880287,100
55.464525,654.01874,430.122407,583.092683,251.272583,22.526642,76.011565,55.994821,28.415408,65.853568,100
51.472636,662.99717,367.012516,580.203726,251.447248,89.048524,11.826313,77.233401,96.816218,59.051942,100
46.626715,656.676307,364.905914,584.824252,255.172671,52.452829,99.16736,20.690347,92.288107,79.349586,100
46.63569,656.100862,941.961825,511.057549,252.850569,25.063567,96.220693,72.427991,56.293962,18.358841,100
57.492349,657.188718,454.330605,508.268921,250.221209,20.97829,27.335412,1.164209,54.767717,68.544282,100
55.691118,654.339261,832.361613,572.484058,251.243054,70.026585,99.726539,87.58901,23.921258,93.167244,100
49.01905,654.332622,680.880567,584.043818,249.409338,61.520114,95.672371,23.659877,96.197678,86.578586,100
49.790454,659.082115,875.383324,591.748513,250.693689,57.331362,76.932344,77.16663,92.064876,64.447852,100
48.358,664.615796,786.597602,505.536072,252.186044,14.285669,82.916838,60.081888,69.785017,70.996528,100
49.604363,663.052955,562.328325,582.298091,249.533105,30.170779,13.136905,5.900272,17.479635,98.620295,100
52.990963,656.904767,184.525623,508.40205,259.779298,16.975008,15.344601,65.035054,35.580194,11.679412,100
53.229106,660.973678,525.319369,530.012194,259.429855,89.975342,97.666708,83.089722,59.13536,48.692798,100
50.796076,655.247271,668.943621,554.818587,260.014137,76.006914,39.525988,53.190009,12.13453,20.220952,100
51.709683,650.036425,364.429234,578.812126,255.247108,6.967268,26.605153,81.943044,17.042575,32.496705,100
51.926441,654.963498,551.842158,513.69761,252.667274,9.506843,5.87,83.592591,65.114015,16.085985,100
50.41267,657.490473,851.76792,585.974808,257.937391,83.542156,84.195017,18.650809,22.092069,37.773881,100
48.968116,658.279518,267.763972,510.726019,256.556018,18.538061,16.285035,76.609512,38.200142,50.193458,100
53.437625,659.2643,93.022015,506.436647,249.81646,77.462068,8.992444,1.162521,41.823319,27.554956,100
53.879247,657.859213,887.760495,530.875255,245.688187,30.448263,11.639272,42.969525,27.355155,86.358043,100
45.266977,661.309734,21.144661,505.801638,258.406734,55.295487,46.74675,93.429853,80.184407,37.791544,100
51.466524,661.469432,351.510126,515.235371,262.621172,38.075911,71.308253,52.808752,91.493179,50.520785,100
49.743888,658.531094,329.403894,524.335719,255.289525,66.639567,15.926042,37.490747,59.797064,83.555229,100
50.097305,665.896069,110.824347,562.542903,260.363052,50.361948,72.771723,76.310683,47.310941,39.521736,100
53.457595,659.70588,156.738389,532.23554,245.21027,74.494364,22.957392,74.337703,89.983867,58.500276,100
45.638937,660.990721,511.14888,561.976591,262.288928,48.317112,20.041777,60.76178,45.634033,40.189894,100
52.700965,647.612616,148.748156,534.65633,259.340818,85.592634,83.411983,45.204478,36.358595,60.348799,100
51.119311,667.502886,759.390934,522.050505,254.686467,5.566327,95.805917,39.142108,76.614114,27.293621,100
54.222194,648.749426,282.434737,566.540956,243.278268,60.509108,4.668875,74.107177,22.457894,36.876754,100
43.19416,648.440894,159.810426,584.352992,247.892291,33.141781,1.431516,32.405857,9.199145,98.935001,100
53.458803,652.946084,15.143313,548.71896,254.4,32.974532,60.38391,49.261025,61.119277,89.379399,100
38.170199,657.274886,652.263064,566.18166,258.555814,76.478876,55.236872,66.969714,53.655728,64.757041,100
38.810731,656.386016,919.94904,575.751257,260.783973,55.668423,77.443081,88.400678,37.614553,64.788569,100
47.345532,655.153553,390.883392,522.39873,263.90162,22.023056,72.210223,26.494426,57.935495,48.431341,100
46.720985,656.296536,441.600978,510.931095,255.899806,28.931705,54.404232,87.660061,45.943835,44.106627,100
46.449764,659.963564,881.12767,555.724807,259.661967,80.731991,73.663774,60.828669,93.908515,83.14741,100
40.226161,662.755605,352.628484,565.848712,245.179816,43.001347,99.545635,27.658635,12.703212,16.975622,100
47.692363,667.855602,705.36813,569.142371,256.738904,98.95829,54.130772,75.249071,69.865093,37.273871,100
39.082775,663.93572,266.78558,558.00906,257.263822,42.252105,69.336145,84.488546,90.106193,69.725996,100
43.373315,669.460746,623.805773,563.60336,259.191682,0.332708,76.477979,4.825265,4.768088,81.423475,100
44.082148,657.416033,728.605255,597.004507,246.71473,13.243958,37.04761,35.330959,39.65011,8.270399,100
38.722603,656.77181,909.682353,589.821501,251.363931,72.422883,82.47305,90.388818,7.585828,68.346291,100
37.554062,644.206302,258.128931,578.30989,247.9562,17.307716,91.82258,69.860319,40.348281,93.102887,100
35.381771,644.784342,147.794671,572.00937,245.707563,3.219301,34.714318,18.42068,98.78547,56.963197,100
43.988074,643.966204,523.273996,494.803032,250.293264,48.429797,21.999037,43.578827,19.720358,88.567243,100
43.293295,648.263171,933.415968,566.673963,239.666845,24.274984,18.427734,51.803363,57.390857,25.599592,100
39.905671,645.394301,487.49242,535.582951,237.70092,12.726144,40.584317,2.013272,63.899485,73.049182,100
50.963709,658.381773,698.190651,531.284561,258.070084,31.971953,6.194054,62.229636,41.812426,26.341124,100
45.159365,663.992182,309.134873,577.41162,263.423568,42.813045,34.712768,28.412875,95.590999,75.793051,100
42.73921,663.128487,5.372973,562.139943,254.320042,90.188213,49.576761,3.175793,5.722804,0.604138,100
40.360757,640.965469,345.384841,585.557027,241.432201,62.420216,17.833326,5.199161,69.167581,12.699168,100
44.882947,649.181039,755.187845,487.574038,247.159131,98.108532,81.459518,21.842729,75.775406,13.584595,100
40.909564,649.43986,945.051169,498.015613,253.066493,28.264123,20.885014,55.984545,97.215983,51.124923,100
57.497818,663.509985,28.079325,523.225607,255.746725,29.059783,33.759368,42.689908,28.964645,96.254396,100
53.652071,670.869037,257.875851,569.953013,258.164388,48.470481,54.231241,98.153412,23.086346,53.106331,100
33.421577,651.641564,407.157904,569.156552,264.320855,2.758487,43.842406,30.322248,87.199849,9.625199,100
49.151801,653.125246,826.746073,514.993491,258.045677,77.376895,53.801144,3.451688,74.598678,36.444291,100
47.864173,655.166528,753.859132,604.08411,253.31271,34.063115,37.643224,43.35789,59.444941,13.455129,100
42.954299,650.746586,706.880196,602.957891,253.019074,8.324814,39.648323,69.464356,63.813964,36.91882,100
38.913166,650.764694,819.596974,569.347411,245.283256,37.886003,58.47002,77.558865,97.056572,73.321045,100
47.819392,641.347484,62.164316,500.304664,246.370625,67.204896,39.074741,75.763747,68.644086,12.39013,100
38.710721,650.969465,638.02215,526.583307,240.270606,41.299346,0.032233,18.725381,24.933241,26.298219,100
46.788863,647.810059,217.833257,530.359992,241.651793,14.364879,13.706892,44.528579,50.7123,38.078086,100
44.066164,646.210444,462.835492,528.238275,243.192955,22.87332,16.517822,64.164425,6.258639,77.178699,100
45.243302,641.87553,37.100445,535.999481,242.531837,63.322403,72.242456,45.219807,82.868735,74.729559,100
46.228481,671.01848,505.554729,527.214137,257.997964,43.296584,68.111124,32.18864,96.656135,82.184713,100
59.474723,642.050407,601.839454,562.499028,242.476532,3.60531,90.181596,24.993094,0.167154,60.326109,100
56.240608,650.299393,554.261616,558.863294,264.626411,6.323749,71.788091,72.878442,95.571947,91.705182,100
49.825521,670.955267,951.754751,562.24776,254.290793,42.254874,22.241896,7.437712,66.521227,19.458584,100
39.324527,661.511617,716.984642,581.507186,254.068265,45.857415,59.517741,9.48164,90.273347,30.052105,100
32.619723,662.930385,73.346033,583.465737,257.540504,6.656457,48.26607,77.703707,0.340035,73.128657,100
46.201638,656.778952,70.760263,516.585407,269.797054,55.498833,59.289506,42.76867,6.171337,27.728983,100
40.195381,652.082532,892.810551,604.582594,245.035586,18.280298,41.990791,99.870458,97.859175,98.398396,100
39.394027,650.915072,122.507503,596.211345,241.204033,23.964173,40.088651,47.564026,40.688316,66.231544,100
36.899498,640.696187,668.086037,573.136826,252.146423,58.718134,94.003823,61.189351,4.956807,84.692179,100
39.324801,649.136623,707.794083,498.124731,245.626297,66.710095,63.989828,43.449285,17.579533,86.965639,100
49.20847,651.297711,49.099207,565.066202,264.376599,48.239156,58.516384,99.367389,98.079173,91.831136,100
61.163166,662.69165,409.270341,547.967766,249.135934,71.444278,34.588141,63.202622,68.856292,57.741361,100
43.467972,664.175946,176.701097,558.756891,251.813511,98.682048,70.183883,5.67892,59.39196,13.306764,100
47.594583,649.756148,728.108967,539.717625,242.000592,91.052201,93.229152,27.780265,93.670171,67.624187,100
50,650,0,0,250,61.63249,84.164902,66.378415,74.579096,58.345499,101
46.73664,660.018414,551.146526,641.552871,248.463763,61.102264,88.017209,10.878081,28.559541,26.005932,101
52.822721,667.875705,950.768423,988.35557,243.798878,89.160734,74.68867,49.622994,69.445577,81.208782,101
56.975028,656.440943,134.671826,995.732207,256.982423,89.896613,5.049916,22.36296,71.795078,9.470423,101
51.335023,648.481342,727.7851,958.837957,248.174277,90.162047,21.776577,53.567989,57.524186,22.260328,101
58.042829,656.213176,805.252678,329.162865,244.028816,37.631214,28.919912,47.776406,92.531923,34.315112,101
47.111856,640.292216,197.320723,963.350238,235.234839,92.6551,48.892322,52.685208,58.994928,19.095622,101
38.865699,659.660244,852.270721,597.429554,256.933009,67.538942,75.577721,57.019676,32.122864,58.704619,101
49.490961,644.829005,618.23067,564.325913,251.432544,71.694329,66.563136,91.134296,51.976865,47.770242,101
52.396633,649.533678,657.153186,408.440326,254.622359,0.979914,88.540645,22.149564,22.808892,56.014442,101
46.734479,654.826658,795.113911,84.535095,246.12909,5.424944,34.047741,34.578541,29.179436,32.025664,101
49.649036,662.810303,818.18564,974.346338,271.367671,38.899225,5.637877,66.898043,20.620951,60.160372,101
52.789009,663.774635,955.655413,72.479195,265.206024,42.27926,88.572878,40.874945,47.742132,82.31266,101
49.792404,669.466927,665.954222,188.97496,269.460256,19.789824,47.754632,79.10712,79.891736,70.103749,101
55.225266,664.840465,395.351791,6.651605,270.256631,61.772545,22.155699,31.062468,26.87959,37.339071,101
57.219076,669.744392,679.517605,888.285242,269.271368,5.601662,60.815334,86.094752,30.610868,57.04222,101
56.372445,670.379011,110.422893,153.502145,266.750604,63.086408,15.865756,11.295761,76.547871,52.288463,101
51.488439,666.925856,470.383154,68.544059,270.309841,65.377855,12.337295,56.055562,27.046744,97.66518,101
46.272011,666.082824,464.884053,713.651676,263.8628,11.925411,32.603425,58.973194,26.182815,48.747402,101
56.936766,665.327278,324.586354,379.685045,276.167752,5.341282,38.107652,18.733472,43.069098,71.747047,101
54.535419,668.817128,661.903227,161.90584,260.66536,11.23527,71.855036,65.537202,17.320091,27.717286,101
49.896171,665.915452,918.118536,579.374544,279.527918,18.581869,80.869495,36.676901,26.52285,21.876059,101
44.165986,658.640885,261.528859,456.128056,278.478453,60.840115,97.397158,61.502143,49.240435,99.476029,101
51.392395,658.000494,238.966741,434.266584,279.408215,29.515569,13.845827,65.40766,15.179267,26.115682,101
56.886464,658.836109,360.026259,812.602267,278.621764,42.546041,20.958146,84.240927,67.211166,88.107602,101
46.58037,655.301713,606.793373,584.117424,285.526483,19.558249,91.400981,22.691493,54.197242,84.168208,101
38.620391,652.579635,65.534656,0.793396,281.559173,96.225664,77.835656,8.856944,32.7588,13.081322,101
43.463465,652.057434,149.34426,481.174266,281.243432,90.785198,79.474531,83.608316,65.290339,79.938739,101
39.767209,652.235076,595.562828,43.166172,288.626152,91.002526,25.989122,85.894116,23.053534,41.909569,101
44.211179,648.294621,290.166291,898.471711,282.803265,94.907712,48.019538,14.535864,92.15076,26.388086,101
34.393634,647.206296,489.201021,972.668874,285.552761,81.837399,72.703683,11.388581,58.96051,47.562926,101
41.25629,661.71451,293.852627,578.522641,282.695337,52.635017,10.154024,52.272531,97.63263,0.255068,101
41.301462,642.001196,227.948779,113.607947,287.58768,56.009977,36.036747,25.413945,20.710301,52.394017,101
41.977902,642.149828,757.153376,205.617898,283.186608,70.998133,47.392353,61.011575,28.406087,28.771707,101
38.463612,644.004905,598.355601,140.435265,292.29725,42.53163,15.20394,74.635491,69.427708,9.725491,101
37.126443,640.068761,241.865866,703.304004,283.071918,46.172024,57.813324,78.981934,78.234487,74.654345,101
39.716989,638.654558,696.571913,895.819149,278.250649,8.629347,76.312265,8.78798,20.93801,63.086819,101
41.683603,636.451929,553.543842,820.62556,279.145688,35.18673,64.096262,27.320699,28.422636,28.821113,101
41.717419,645.241497,241.754278,304.888147,278.328725,13.710965,33.391045,36.00161,10.357351,33.358964,101
44.39249,638.862819,126.540073,845.809567,293.394561,80.323677,42.875401,99.922276,72.914875,10.857061,101
42.024236,641.484474,831.459288,784.030369,284.22268,36.166643,52.636907,49.470263,51.231528,84.835554,101
42.956442,639.179301,647.146278,70.548758,283.502641,19.13591,67.438786,70.580151,39.536787,65.384628,101
50.450581,653.456995,895.861902,36.200349,273.309693,19.222902,48.513278,66.820319,93.535826,71.017433,101
59.684839,661.833213,200.267754,615.060987,272.631416,78.445903,41.209785,90.345207,98.97366,67.148214,101
47.342676,653.46809,962.992895,326.439628,291.325746,38.925733,15.193419,49.687272,19.428523,35.488377,101
43.619986,655.79641,936.920026,845.849398,292.707625,80.995447,70.668977,97.882787,20.415416,8.356504,101
43.405474,648.08207,828.526834,860.492852,273.918778,84.047565,2.025119,76.439959,29.584528,24.190434,101
42.410023,641.732922,552.676021,303.777357,299.981701,2.012141,31.059175,60.983032,95.976394,87.77684,101
45.900085,635.919805,328.843404,755.645214,299.935467,46.373302,83.006272,53.938349,47.46216,6.021685,101
47.627012,637.467518,16.41169,448.505608,294.586545,95.972977,34.628545,35.413153,55.767343,72.937836,101
41.843361,635.512412,370.661101,641.069115,296.965925,7.353424,69.166827,79.716504,39.045492,59.523887,101
38.670107,640.94101,881.960595,538.223095,296.025939,57.608573,54.861308,19.475551,64.782252,33.738971,101
44.12204,648.174154,684.632013,182.000634,287.7165,14.554845,15.49804,72.090054,82.290193,94.813894,101
48.536318,639.353091,772.412183,473.896488,307.062597,68.193539,66.563985,41.218647,88.285927,58.999916,101
52.544041,638.868831,335.319835,854.88429,302.171721,87.124141,68.707136,84.883211,79.961518,59.854653,101
51.749552,638.641419,548.410847,176.906599,305.461657,57.100887,36.456186,56.330981,49.501359,82.921497,101
47.62736,634.675476,592.001355,946.748472,302.72392,87.751788,57.964966,63.91014,42.483169,43.168124,101
47.921793,643.129944,348.786854,484.487175,301.438942,83.349805,46.542792,93.740155,12.720318,72.935975,101
43.547206,642.345042,876.002934,100.850143,294.404977,47.886084,15.930717,39.939298,14.791697,62.860236,101
46.746661,638.889357,233.957493,246.104269,297.515344,78.754314,83.954088,49.804256,65.536703,85.077693,101
48.510137,630.299339,351.056111,26.348335,304.101573,78.257517,94.56233,8.276019,4.871078,99.32406,101
51.25395,635.966666,964.071488,64.468906,290.414504,29.723484,88.6344,51.327879,73.752207,10.423161,101
41.76239,649.292705,909.481385,155.519089,285.339586,31.389331,94.108111,2.076787,63.169332,85.332761,101
45.209042,652.786999,746.029183,378.922812,297.825328,34.267494,30.599077,33.689964,25.581379,51.718077,101
49.274384,659.090346,121.173741,319.228935,295.781503,0.721617,36.026753,12.339454,2.158294,39.194868,101
52.008504,648.778917,455.680978,560.994721,292.825851,73.920961,9.312051,76.712278,32.59704,95.058252,101
44.41424,657.221416,72.867961,348.807235,291.678526,80.439518,88.412401,12.671898,3.815865,26.372423,101
44.529453,650.849358,575.776065,689.10264,293.799945,9.350964,12.339018,21.127434,23.096304,2.281688,101
45.763081,645.901607,418.535828,505.821669,295.000751,9.107691,73.408313,4.032976,61.019676,23.879364,101
46.360934,646.475742,658.578306,743.796905,296.699187,94.150483,21.803446,48.673509,14.173216,59.731387,101
52.168085,656.75341,135.715606,749.901184,289.2416,89.674641,55.214419,21.04971,96.011179,13.138749,101
44.935881,670.444394,837.872341,160.322041,283.506957,45.274334,26.04522,53.503239,12.251204,8.714919,101
45.291173,665.423245,333.058414,616.229046,291.141957,13.286393,89.242232,19.25366,53.710003,25.116015,101
54.841266,654.526046,662.015211,67.038602,283.658428,8.897543,3.727697,87.870029,89.547005,84.156182,101
60.07846,665.143673,475.00022,621.181534,281.670179,23.720237,67.255006,43.848446,11.224864,75.863133,101
57.455335,662.747594,585.647044,91.996709,285.059256,52.212126,4.435651,68.940932,73.138526,60.604393,101
60.454289,659.439273,443.154429,540.882133,288.186207,89.89299,74.396674,85.752816,9.962421,92.512686,101
58.294924,658.181387,423.987879,781.410687,283.35132,7.767802,69.280125,20.288405,40.809392,0.053567,101
58.272647,663.710641,852.001802,530.356184,287.443967,54.224268,35.494826,29.923964,69.11492,48.381233,101
46.219123,664.395997,695.861905,195.007135,284.9201,36.266292,57.402946,39.691165,57.424581,98.534371,101
43.144124,662.518644,668.154527,486.214639,288.174082,3.740779,3.90867,55.701559,96.576735,72.991403,101
49.613053,656.451948,223.903647,111.695407,286.634074,61.577692,4.661654,9.640468,8.160412,7.905119,101
46.160318,674.878932,287.815246,35.070084,288.862299,93.874865,12.264255,59.166716,22.206833,32.273342,101
40.863195,675.537383,185.516287,671.764304,288.63212,18.295624,19.40671,27.791613,78.866927,67.805298,101
47.394466,679.548175,559.09386,32.900367,289.414117,29.771231,71.225639,50.859115,96.446339,66.905035,101
51.50928,674.133238,787.803246,429.232956,282.929695,80.999006,80.971391,44.049926,2.168351,92.127995,101
41.81631,676.413531,106.701767,599.603783,283.168273,75.39651,55.862896,84.122594,28.368286,50.726794,101
40.744732,676.636275,894.081537,536.340136,284.857394,17.523019,29.190605,14.769255,38.929508,10.073159,101
62.765444,664.167208,802.226146,524.630551,281.666441,64.348811,27.514182,37.790081,14.88867,65.063969,101
51.72797,666.406646,559.593697,311.621749,283.336082,23.282595,71.793613,24.061892,43.159984,13.58703,101
54.505675,676.351024,602.058762,115.360094,283.421403,96.277333,13.144692,64.573511,4.466211,95.150852,101
46.274313,678.834361,292.699502,707.630295,295.413933,42.606328,22.076512,46.066101,19.759748,64.388029,101
45.469258,675.182148,219.124092,313.985879,296.435485,53.006078,60.428012,75.389771,16.912191,24.010191,101
45.134917,684.441384,370.224481,11.934718,300.481706,27.666664,7.252803,66.650298,67.635543,80.483612,101
33.361217,672.583163,396.270173,818.049828,286.432145,76.873822,52.675589,79.756065,45.341126,16.106107,101
35.196071,671.237052,428.377455,709.280814,283.570895,53.727695,96.454766,87.729225,19.070485,63.20506,101
50.104711,680.055231,829.224699,117.941784,279.561765,1.587625,16.564854,43.362576,0.232584,75.541864,101
51.653143,672.367165,490.162699,954.458874,278.349305,57.31334,41.08799,92.427963,49.156992,42.47853,101
58.74079,672.490962,934.986622,722.108355,277.785684,63.078659,8.793784,8.856659,42.166789,65.486748,101
53.859771,680.39782,741.902989,347.254953,301.168701,10.695316,89.973168,47.395552,61.25226,99.421229,101
48.211422,679.790264,647.595681,119.571316,294.760548,51.463823,62.891436,41.101472,63.330208,2.209917,101
47.573547,683.239463,141.461305,12.372396,292.258074,52.753299,64.008203,29.906369,38.177968,78.625497,101
53.810893,683.748626,30.872931,79.017822,294.422383,55.96965,16.018388,0.898791,73.503464,8.136147,101
43.945369,680.876061,29.075577,621.941122,301.950674,64.750216,52.133668,60.355132,17.040211,27.325933,101
41.318758,684.034979,977.462142,426.41603,291.229345,61.650842,67.735901,17.776398,27.724973,62.781679,101
44.073263,672.098962,289.800175,620.123158,289.939725,79.689886,83.273394,44.747237,84.728327,83.99928,101
29.219245,678.040832,844.160997,969.527055,279.50025,16.962342,56.569319,29.296064,90.178737,87.930326,101
