@relation D25
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute class {999}
@data
456.212654893,294.124026964,549.916540934,144.742663353,51.7962922899,877.013787099,768.462029115,236.815292616,51.9517383596,343.808913326,582.519402236,844.02660613,37.0499083,956.209481286,269.251353242,745.875568599,296.980202685,164.061332445,842.963438583,546.899881861,745.471908379,870.272274957,246.177251073,127.913582727,843.510309354,999
439.340526167,127.547191013,539.506617712,157.87078346,53.6121639371,846.063046878,459.569520981,246.517670994,42.3557319354,328.655668311,321.208925277,841.281334177,59.4230269767,944.657348729,256.086863893,752.369583419,316.005346471,152.488527143,552.048277133,536.330173711,759.948544241,864.704152569,248.403444267,137.828623495,842.966416991,999
443.112164036,768.230092158,561.375129484,142.796029137,58.4339198599,840.897988901,767.394114925,244.840891467,51.2726484566,362.393806433,971.584690315,859.541597811,26.7277867172,962.816338143,260.493855196,755.526031205,669.78470135,151.155871011,179.518651572,532.191103792,746.75201296,830.662535253,262.563512533,129.993151262,851.926055822,999
450.684175398,972.524258519,552.964621179,150.27479275,55.850372762,886.532850773,544.512451612,222.573466608,44.1656939082,350.309771297,272.882800024,850.317889632,31.7907283344,951.596251237,263.2668663,750.633441737,449.128949111,167.100057509,884.677440861,541.855680575,751.629703666,878.109850265,236.750967163,120.59286729,846.811960319,999
438.10036442,751.873115845,578.880468978,147.283966193,46.0895604791,863.677814088,800.769296913,249.408151374,60.5769926351,346.712870141,491.14918926,859.277442025,47.9383981893,951.818861313,251.455499274,755.354982011,719.861375767,162.085368739,728.961485836,528.183923465,752.970816262,851.468446172,245.668158908,143.043602071,855.616191944,999
452.747541972,459.054546696,558.968388592,139.144520134,46.957453012,869.107695228,658.357028394,263.199023029,52.26041252,364.007733063,988.622784659,858.844860685,34.5501277499,957.638816253,255.13874554,739.248442478,454.150201398,159.770782891,520.922114077,538.25075156,750.209980473,866.996879421,246.748464191,155.017276976,844.585752751,999
457.601669802,589.085362806,529.49893453,146.739103044,40.5398769116,860.933794858,276.198614195,250.489559867,57.6622967605,361.76208092,290.166739404,853.513760397,41.2969978471,948.662445269,253.034842863,742.983950279,470.35416769,163.163077962,1.55262132969,544.863198823,755.237840481,853.284405129,247.560333507,126.487416279,839.172395224,999
444.579688017,600.130005455,582.007547353,142.93910215,49.1092814237,857.449424698,227.275771494,243.987413003,56.2594625845,350.417182432,79.038948879,852.277533454,41.3913800602,946.22565131,245.956069112,751.390878831,955.061425436,158.410532531,796.521462733,531.517240037,745.305098561,860.360073311,241.125056735,136.245320306,860.510975773,999
445.843520519,210.19066892,574.527646787,137.926796365,42.282537464,861.103267163,670.89773347,245.030597296,54.1660303905,345.361718271,145.776213318,850.901579074,39.7724797083,956.623900526,255.10945934,746.602364196,416.93925463,156.272829405,358.777487942,518.470875978,753.945373529,854.279791604,252.70156231,141.431236362,859.204546678,999
433.266075035,139.210111638,579.973674183,152.278969384,44.5073401632,865.677442627,253.683072529,254.216138,65.2605936104,345.221728222,896.890502232,850.988300576,45.6948820482,942.550473647,262.072766996,761.87003049,11.9216544135,155.969909368,19.4941659719,522.418427227,758.500924881,850.559133624,240.656733882,148.286425446,862.47280085,999
429.359520957,189.359971674,548.315789758,157.312633602,42.4061167432,853.189315286,516.521729924,252.547209839,58.2911883191,337.397514821,741.26777705,859.350050144,50.546112523,956.966401033,257.091002836,765.898151282,692.877267295,169.528287146,592.571533682,525.900432837,759.993889103,864.289273378,239.646274013,126.640336555,846.186999562,999
432.416115458,608.80486754,563.866933814,150.242905088,53.1656702376,858.866410098,758.030059959,232.997919555,55.1079113092,343.117838252,143.531123101,847.054872538,65.6582832829,952.198118083,261.513597689,761.253733545,746.034268641,167.588073137,908.791898684,532.172726436,764.055988462,864.031872096,242.872577515,142.982195324,855.267618699,999
433.942829412,572.644675306,580.295954887,151.086099989,53.8854562899,863.055023216,480.612725524,250.752671338,56.7236299246,348.237763513,528.824558423,867.797173421,45.6232751277,954.133560138,255.228517949,758.464087438,90.2579071583,173.188705776,613.86445316,521.370937354,763.261013452,849.083880622,254.281705042,143.383621725,849.849828856,999
442.750019166,590.488383037,564.360745323,154.158952245,47.9725382092,893.644823579,155.366416273,212.588830392,46.6082466412,340.061447193,849.354011945,855.654215702,37.0795611738,960.803443592,257.239989304,755.796775038,927.192708741,176.972703425,838.297825165,534.157877733,744.017849521,870.946851302,240.253760814,110.06574573,846.086308423,999
425.60747988,502.333376315,530.542541898,164.34144146,41.1376207221,847.719476046,117.397535065,264.447372315,54.0609127255,344.259475849,224.101664407,849.952400961,34.2833339788,948.066375795,255.725815193,756.632441438,682.670413753,172.181749531,179.578969232,528.308234176,750.246505896,862.067722206,240.625656012,116.020204048,839.527816346,999
444.122796198,208.482596305,547.750073692,149.097885654,45.5113330011,862.914118411,488.555586403,266.220250517,60.5324944634,367.759403733,592.454514542,866.979264768,39.8302272045,949.111922153,251.510937905,749.878206855,524.94643571,154.057767787,950.016522016,533.731417015,741.331514811,864.082452724,242.298199226,151.053779445,851.359295756,999
450.218581116,737.868067188,514.959619291,150.757004078,33.1728014085,856.772348585,709.452227097,261.754332248,62.7388761448,348.494963164,486.71718284,846.975875577,54.0229011979,943.627702352,257.783681944,745.909248333,347.379998667,157.479528761,718.92268684,546.489227622,757.330293629,841.091071347,252.60189954,112.662865933,840.913842738,999
458.972257028,190.138648794,554.881029576,147.179406885,39.1371861285,866.697450649,130.549070887,260.579849853,60.9854670941,369.157715629,418.654406497,848.282058936,27.6168583279,949.44018531,261.944392502,743.362258565,474.268649368,151.73733772,980.646233746,544.821252329,756.190736455,864.857846919,244.419214815,165.618281787,851.562423699,999
457.883035393,780.505496857,519.482163838,143.786402199,34.1762930908,841.299776526,991.383174202,266.141719256,67.4559489203,364.620329927,871.863347533,840.362628097,31.7776722527,941.945440921,261.37461327,739.052534926,572.830554946,163.542831292,59.0743826989,542.802011044,752.085410037,853.374901718,245.450559862,108.938476753,838.913650507,999
464.363438021,148.135479962,557.527966696,152.350618893,47.9523201124,865.969400333,448.096918194,257.785608966,53.8620753054,366.893252462,923.146054342,840.647493386,34.0698409599,943.153103857,268.392034686,747.806374098,680.04408399,160.625895399,696.513895905,550.5961338,749.522802268,870.941824939,246.283787691,172.03949101,841.022592389,999
461.150225163,29.688094473,550.170597201,150.496676598,44.0557704049,871.461345893,832.062378166,237.754947682,58.5890926088,352.127115433,555.328096496,835.044422031,33.8812430588,953.656564301,263.314836077,746.077505772,673.172839089,161.783822592,997.212404424,549.106783879,739.327487306,864.356861085,254.716643165,123.308001758,836.880548842,999
452.864606442,200.848554555,531.688152694,140.235257335,40.6390456218,846.730759382,438.077068816,255.005691781,56.6712651842,356.763474694,418.281238145,846.408553269,47.0577320563,938.676221,259.391026073,746.056552045,922.825310616,160.812910306,184.428388782,545.130827113,745.829062583,868.322055159,255.375000337,124.118086419,833.873430793,999
464.07805108,952.280890399,549.014289962,152.934422878,45.8942982218,886.81836428,25.0475877229,245.976202671,55.9521419887,337.857768981,422.982749557,838.404568912,45.2013825241,960.634266642,265.043504398,745.46940005,721.679494157,170.389177242,834.514993504,546.508924598,742.448179528,875.9104729,243.762897129,118.584032598,850.404762179,999
447.013031606,916.570574126,518.255676849,157.82790489,35.6376540987,869.592815988,863.124596934,254.331422085,65.6003386749,332.044643418,441.983032525,839.542784797,49.3701297629,951.269513812,264.936901152,746.314783897,527.534747416,160.201718018,348.205636875,540.228287172,762.847824407,838.91974496,246.121968177,98.187951412,845.046957812,999
457.771810786,284.537142833,512.693243385,145.789116311,40.7317376073,857.266013694,966.427204991,257.098547276,64.7915618966,351.825433152,471.33868893,855.198203583,49.8135589641,947.380790822,262.147482497,740.868840397,37.9757644089,148.187326755,539.880525309,538.661717377,751.431345578,840.630555471,259.631626577,116.268582481,850.084034054,999
456.004665941,731.252347678,506.126201836,147.021570889,31.2524642452,847.212317665,523.782098222,265.3750549,57.2656386303,348.441098258,680.473052921,842.830993077,52.8591287745,951.309057379,259.491432207,735.150834117,58.0508187738,148.969492738,231.12448046,548.021438319,765.962433248,845.773246997,257.726790417,113.432148043,843.152373995,999
454.005635696,568.638190436,562.588059502,151.827785927,48.511315144,855.097396988,573.914070054,271.582841794,69.793389787,370.539913551,727.44484458,851.226227617,21.8711317828,955.351794402,260.435552805,750.436950081,576.411568066,156.779477899,936.949978678,550.790279894,746.431549016,859.682427874,246.588133777,172.780526095,856.814934305,999
450.724501985,196.238733625,557.519176323,153.132613061,60.6359753406,889.468029985,909.318091257,237.360696721,62.7522175558,366.335566369,221.427996016,859.468399717,62.9482345046,966.949960591,253.759533199,744.494925835,779.519903687,149.122835587,859.142920962,534.565601012,742.319796844,856.21463113,247.871585952,147.764405898,857.86198132,999
454.423876218,410.518122935,559.132761868,141.372678446,45.1881826689,869.202891305,28.8180547961,263.395766794,69.652303947,373.400617165,116.472608524,854.77104684,40.2102892799,957.283035264,263.234857928,746.789357545,576.788116523,145.051466721,494.520363863,541.002177059,748.485082144,877.312957551,242.658885722,153.875850062,844.071955932,999
460.774728796,301.624201598,502.637519148,144.31448841,42.4454571341,850.492681912,622.447107388,263.305413632,74.7856432463,342.625120043,201.720064523,849.092170204,58.7832537703,951.175289522,257.976059674,737.044181286,648.027992353,152.035811937,176.184164167,535.344056554,754.666617651,853.245042987,250.227835037,101.163307407,856.551306048,999
427.252620743,555.342339452,559.323082279,150.383244232,42.7027173748,842.461594334,387.475829966,238.98652681,52.6354732077,330.746919604,247.099076217,851.362965771,64.8972644215,951.377740853,261.821127768,773.254785856,343.040716779,164.310583403,765.79414918,527.460886711,756.402971554,852.929114344,243.154802641,138.074741201,849.468768081,999
469.505369143,320.234693441,554.111853344,158.142246017,41.7550350429,866.872445137,590.333880828,247.14449181,59.4036058472,363.622833492,421.9579533,848.438142763,36.7313831872,946.437616037,271.359579936,752.399577472,244.475370752,153.905959984,859.427260034,554.940896702,742.878651952,866.897413791,249.506940654,160.907418276,847.407068823,999
457.229303644,576.130330182,554.720323046,145.366547127,48.733953256,876.70446718,791.907617049,256.668871281,58.3937815135,325.70752933,194.292439622,833.105791323,32.7077653926,962.510774844,270.100846333,741.743783196,567.853201169,162.05617363,926.993124241,540.021778258,749.923313479,863.152650442,252.720876294,111.462688807,860.160945733,999
451.939197439,828.563172988,551.070979589,156.257028366,50.9560312136,878.41441044,614.998259109,233.194592199,58.3545613604,345.500115062,590.14350105,845.987595409,55.1883729546,955.954807128,267.866847661,738.786494669,886.121782624,153.391920189,474.587521231,549.130023869,753.830892503,874.926360732,250.78230835,117.001528108,830.147824975,999
453.177557559,998.318817842,507.560777766,159.616273457,47.8632405386,854.304780046,990.865473394,248.549554428,73.6865767774,337.238359845,843.210351369,837.124804093,33.9172680735,949.343622844,266.162614843,743.400400847,487.67222139,158.096932448,122.402221788,542.530583299,770.160719617,827.46142565,247.40648828,116.040508392,842.790470671,999
453.912567108,619.759772433,569.427604047,144.301909842,62.7743876745,831.335597243,730.44089632,250.864192928,54.0581160406,359.92109441,622.699559583,868.160674848,35.3558980628,953.564302784,263.023186365,761.281547411,759.106702405,145.450048873,657.217701827,541.414630494,752.643487205,842.476961655,269.796558534,131.351138453,853.632095392,999
432.111706782,240.202738355,577.139324268,159.928110841,57.6737232407,894.70041545,412.364449562,201.478277097,43.7297486088,327.194346854,763.485592574,847.526568376,51.3074813768,955.039474016,261.055764846,747.921742174,63.7160595329,174.589996984,192.648906141,537.878600856,739.189195427,861.046245786,241.027202701,110.416265394,850.205880428,999
433.688905443,362.015514457,524.785986166,171.571587395,50.1999948846,837.799702419,369.371258164,266.366966459,60.7091462561,351.570153774,133.468610869,845.33580477,31.5210880618,943.883273796,260.923218994,762.107725855,204.322029251,178.780380707,487.051993244,531.231843981,756.695459855,865.575425154,245.597789334,112.15539167,835.757072985,999
428.98174391,914.201784036,577.726119129,140.554386849,57.2451876001,861.633687958,451.005574699,235.675859133,54.6261633325,363.680228313,534.575083142,859.757592927,26.2051913922,959.006349354,255.070100019,755.272477383,405.503025429,158.322610239,900.286358288,542.83455312,762.96739514,832.863981131,258.919454098,140.022719669,850.27618175,999
444.566066655,235.602300712,547.065482111,139.296403812,61.8987275123,885.852570312,909.100474963,216.924496168,39.1588590501,344.892959949,0.880291716357,840.589200271,31.8232932752,960.989876289,256.320240827,758.317080713,109.236706095,176.270569438,528.418542115,546.164926607,754.065830375,871.663462379,231.476644459,112.630389238,849.965142009,999
432.965459812,538.246149812,520.097173705,158.41163328,39.1028135945,841.363808546,79.1235946551,277.736061301,52.892182565,331.253494243,235.582333579,851.248175388,24.7806463685,958.175952416,245.538997402,754.346008153,151.016594291,174.941847057,969.041908584,525.689753516,745.646310815,847.314278222,249.221167037,104.65984518,836.67422613,999
464.197545602,593.142940172,520.566382154,146.379640673,41.1581732904,841.287170853,178.456684257,262.636905445,71.7190266995,363.147582264,478.407967723,843.245298773,41.0757177495,950.795561843,269.952768447,728.479250912,834.64144381,167.577575488,789.72453857,551.624228276,758.417908919,858.012335899,248.373153529,103.355551727,829.599805103,999
454.381789721,449.142719703,505.618677366,165.325791024,39.4948801466,861.414376143,531.483034231,249.892698075,59.8398305591,328.835180704,901.562896753,846.586591341,49.4207154205,946.506187569,256.647100229,741.902173308,984.420794141,150.160614347,458.820443667,528.826015797,749.134619651,852.616225527,250.75380035,103.967581319,835.678854905,999
444.909871023,313.284296603,560.660461868,160.088674577,58.1963201646,862.140186855,354.872752499,266.401139496,60.3866079534,370.414677928,723.81320178,857.903624272,27.2160917308,959.793516979,267.183811919,745.540988106,902.028264008,146.42201624,330.822891032,545.240455688,753.170513826,864.941671616,250.614745421,172.822076305,864.645230558,999
441.777517824,522.123733529,571.307820926,149.736404796,52.1712527841,877.367668005,994.581129008,232.529051838,73.4224629385,361.864731495,482.845006711,861.949909083,56.5958505732,971.622276922,244.922607855,742.18132192,855.639217858,157.258829671,877.686992183,527.855715754,731.126411627,843.482932757,251.492565623,137.85612174,867.971246228,999
461.553195862,592.218458473,560.156996964,145.397803585,54.2734704178,890.432972756,392.773264082,230.463670438,66.926716734,375.406019532,459.464439925,852.118066947,70.5300482568,974.186110425,261.83469191,741.887474993,73.6869121003,153.835702017,940.406802893,540.715109547,737.445455178,865.18651466,252.486802351,140.453532306,851.901475667,999
439.121823135,685.141574155,549.260664122,150.583054906,59.9183623597,886.275199465,508.869065014,249.390135554,67.0143644843,350.681992807,628.657617116,845.316419894,42.4803628026,966.964393274,253.204081143,757.221243847,957.068018006,143.7061957,45.7423088444,539.126932783,747.247802488,862.750959346,247.99746637,149.802309994,855.379189813,999
450.250701599,755.199907178,566.329250163,133.373782376,67.497271944,834.361016655,375.355420653,238.97657316,55.8500883725,357.550335666,16.2935542349,856.764231548,20.9348834659,955.779775175,255.568144572,751.091412029,509.684347232,160.823948666,35.0237128395,522.886515804,754.724133616,819.763487104,267.959627898,122.339281373,849.203521537,999
446.310989298,164.658314956,555.87802875,139.655448806,64.2889122487,895.594349726,605.288794304,211.747108113,42.411264712,358.268513829,845.317552922,843.0747957,37.3705968505,957.640698761,253.96488852,745.05011085,501.373397344,175.927757915,256.482329801,547.028677407,743.549355102,868.991349808,244.516104878,113.513250682,839.609915364,999
446.356839879,578.609154592,565.215059356,141.093511523,41.1732977072,868.706452329,959.909947819,260.190692565,45.3021362115,370.671399499,567.037591793,865.617531567,41.9839658106,951.381143166,265.33458472,744.814190781,64.5499390201,151.99088559,521.305380862,527.628666943,746.608959153,857.718374671,241.664719994,152.210585471,852.712652361,999
468.481725439,391.291603611,532.145290299,153.385605572,47.0697198072,857.560908925,232.798688608,251.276047169,55.1181340678,364.135596157,13.1699653126,854.211901235,39.9966445028,937.628491535,264.556130329,737.835772796,666.353682767,170.646667404,978.261244428,541.53400547,761.77507328,855.574181305,253.378342333,128.094619468,844.79936663,999
435.658799643,178.727673866,583.589074026,158.034919331,46.5333037586,869.642690177,306.39511153,251.510951232,58.2731517728,343.127904527,184.492863647,850.32164542,42.6994687657,948.960950414,253.178343128,769.584196396,269.907416526,163.792188527,588.434699502,519.632352437,747.417012242,848.583618841,230.216640727,146.038602979,852.765986316,999
436.332325838,758.626709028,541.759827949,164.206131512,36.354645981,859.150482916,683.737757689,257.408043276,67.9097412672,332.695204141,824.143309183,857.677428949,46.3919318604,959.954502533,247.848941597,758.697475837,403.902530615,173.527056489,995.159060895,532.196874159,756.992607769,865.495209367,231.959726547,123.112205773,839.589941682,999
467.049554938,1.53630760168,510.60140111,147.411550135,30.6442463742,847.336326439,898.276289714,275.120076945,75.4924974134,374.615328428,640.891332859,833.55581823,32.7872380011,934.352951445,257.417625693,747.948767387,588.122637746,161.85634537,349.598344872,536.519108393,761.639783894,842.161601283,238.758338763,102.666970301,837.534523419,999
450.352762758,718.885324419,532.219751145,160.710567905,23.9085341019,883.443337734,775.829374483,267.244204585,76.9060567146,327.260226211,533.939195387,844.53651622,41.5579000679,945.43411553,260.649908187,740.962885102,514.301103577,165.739650631,295.184357018,547.059912096,765.70619622,844.568436226,247.648723754,112.576186448,842.740388673,999
456.627742674,4.09851039242,520.145471473,142.099760716,23.8980718804,837.341672562,596.688655127,256.154490012,49.9209430181,343.127889224,388.766937542,833.554157147,61.3839240252,960.651323225,248.883956888,740.193604663,1.58662135633,157.195845943,642.478802397,536.841287201,756.934271327,842.458869329,267.230623469,117.589525872,846.103214455,999
462.849044498,225.645693127,549.286936417,157.823791141,42.2840205703,845.340496967,63.2665041178,278.771213153,64.3333932286,376.812687964,37.0076728513,846.238625126,13.8132680905,962.77197787,265.171150187,740.471881091,591.124578874,153.022651522,354.700512134,553.957720043,750.608059775,865.156172222,243.927206477,159.48722319,861.831066391,999
453.511520592,536.648175695,505.971207819,154.957335217,49.394877298,838.574126206,214.1198505,248.205925522,62.7132992832,330.989678876,708.070151557,842.387360097,66.4264518462,945.526710847,249.337511273,729.190144285,497.226829856,163.569313972,20.990290478,536.574171198,758.000573026,862.884133221,244.689659598,113.092453009,852.442610331,999
419.749545815,587.83047307,567.360288975,157.95426856,48.5512239918,853.915520448,193.266203471,239.566624885,48.9216285322,336.216945762,695.496471755,856.874530385,65.8663597144,947.12675199,250.834293904,767.553361993,347.793158323,160.078120577,486.928090129,521.355324177,762.483988998,857.244546073,232.521104146,137.501506706,842.732691609,999
460.793993578,460.52895601,558.341515211,153.772925354,45.5240825961,870.632494176,63.0035597939,248.41002115,67.2430307799,371.808564524,132.58364935,842.496330233,27.5891214261,940.427262843,282.310700556,754.961891021,56.6460846504,160.179390039,206.8870087,563.607806293,749.849935144,867.804366546,242.209256558,154.018255867,853.930258977,999
471.719993521,805.965005088,567.429803133,157.697854395,43.2735113153,875.093923681,265.666097836,260.060283598,49.8178408872,375.271334789,511.949609233,855.48163835,29.3629157324,954.799128845,275.214108929,755.077628253,56.875635101,154.860954329,487.975507157,546.630542931,737.717366939,855.136768422,249.475943003,165.46426181,850.071276137,999
450.908834425,188.986430353,528.405130281,164.038721833,64.0442123246,843.966290225,189.715060673,240.997043153,31.287308778,325.531761641,76.1660209746,838.528222743,64.3808179586,937.574212063,264.082107767,745.564067848,761.776198744,141.66168067,861.513026507,533.254096709,752.565393381,861.333641553,244.925126315,145.017342726,850.916640225,999
450.967822972,726.564367768,569.427526215,132.731390595,62.3107267151,848.321350635,277.35710272,238.025073156,58.4341528844,358.677267312,625.804474904,862.381692775,41.5151393332,965.151814863,250.52259144,744.3421305,624.366085773,148.784815444,423.027885859,540.066792778,739.014022731,819.354283789,266.715111501,117.558059644,857.191613834,999
454.895028392,256.579639423,521.87667584,135.270233194,29.6825113338,846.8588826,995.200366391,257.022680215,64.3833518085,361.274584835,301.99830769,844.367363413,39.6054335647,951.747781704,248.037896639,735.074393972,567.617843222,156.00765995,212.319251762,542.051352029,745.049539881,861.114656575,258.29715645,126.86888866,833.486149019,999
433.932437244,473.139908028,541.411540877,161.847406476,33.1622025805,860.173802055,138.706478916,248.307072981,49.0410045743,335.533157618,911.277878077,853.304531166,38.2670638069,947.876902725,256.732455869,755.912205124,254.115274285,168.679097859,79.0577840074,527.932734236,764.339272557,876.063689954,233.414875616,122.129956298,856.797811606,999
439.630171756,80.8847270196,565.279564362,156.034830354,50.1320188049,856.447638665,889.508368283,235.434550758,46.4502922667,348.904163794,4.5978216595,851.236037547,69.4362707972,957.163127996,269.56508061,768.386929149,644.852925766,177.020357748,581.74999276,537.499799813,754.958796426,865.641846801,243.813236345,143.571621781,849.142754844,999
427.404393897,177.566434955,578.762645536,144.166697446,52.2345659951,861.875228208,929.715191842,245.662165924,52.0804553129,347.467262746,244.095499743,876.144313025,41.1041532921,945.031445739,246.165062063,755.272569567,762.701112554,180.739664819,68.4860959596,517.565554768,773.662229293,855.636796006,258.07957172,144.896169692,839.376768697,999
448.657163257,680.641129017,556.116868133,150.82693706,54.8647976205,882.308343916,759.489952686,210.254882874,49.4971966007,335.715003213,69.1819305377,857.044450584,35.3677950862,968.670461276,260.41880344,763.151800627,955.481115142,183.628488133,316.458367553,536.558824885,748.811604445,880.979242205,245.028339491,117.479851102,837.882197909,999
472.62028378,919.835439556,548.049641497,151.209125367,35.4700036216,867.467057648,478.538449554,267.225632795,60.0944361472,376.773214323,918.019688877,834.169377384,38.6031814325,934.808907292,274.887848217,739.94045113,622.659339495,162.191169749,606.875392477,556.179167833,740.789099391,882.077625085,253.750586074,161.450828573,842.074618026,999
454.11178722,434.944057039,541.081660849,155.002106442,51.5979726697,883.559535964,689.827912479,227.408877022,65.788446846,343.346435214,157.782377204,828.777716018,33.438390573,959.874364336,267.08640135,738.206243078,142.793528833,152.445021109,794.519594948,541.193846448,736.438821011,870.571795968,250.793115766,133.494581057,842.362583486,999
442.050832502,751.147327914,519.659591119,152.72662645,33.0664930004,865.077889907,379.767327428,251.369958025,59.0888725206,329.621706719,945.061602979,834.214135152,50.595156689,954.528060806,260.777546589,752.968265739,953.873429834,166.664944864,713.919523632,547.484272558,766.539584777,843.31126363,234.102156363,96.5556270317,855.874432541,999
461.593033943,652.605254072,517.292690235,139.340910664,25.2799886886,838.572783412,857.253687253,259.716388127,67.5467973934,337.763715342,632.14629919,838.76918794,67.1335896405,940.857327111,257.142467847,730.75532798,719.96552178,154.737425955,487.534215443,540.056449178,769.886371616,859.449670805,265.027616977,122.879656833,851.832324616,999
447.077424661,824.497019002,546.304684365,142.61824175,51.3694042381,838.855739964,786.580920123,285.695135463,58.484854576,360.05369343,654.743099548,849.165767085,24.4671874142,950.491039391,253.53654688,752.18238096,339.194589965,167.426219002,146.645128083,553.091574744,749.833326888,867.625919268,241.338581077,161.116259944,858.153214466,999
445.891034591,851.242571824,556.00545118,142.680759495,48.1775974106,893.859998419,140.946182805,226.450109705,70.309205266,367.690272533,115.724814002,865.664971217,72.2549246569,971.496431136,246.014380658,736.091274254,431.400843626,140.829285721,126.254638801,541.384808201,751.676294976,865.053878974,242.257986587,143.882069684,863.137366545,999
452.099828342,594.132044852,554.953419626,135.967510343,36.0312833287,863.511950453,774.483124777,255.793372605,78.2081271845,387.094804077,386.479511908,857.094376939,29.0699853724,951.313714856,255.567041911,740.558025563,476.157646143,143.371520058,797.960963314,532.00847474,756.492010042,883.143034138,250.354549937,175.825914231,838.45713863,999
451.596485376,966.335518251,500.301711594,139.26296125,36.1478032846,847.711043226,636.44464422,265.211055761,84.0252918979,336.546222239,838.082432945,846.052264727,62.0026914352,954.551513394,248.414583616,741.390957119,35.9262079679,156.750334446,139.758150074,538.25677869,749.987310355,848.552731174,252.77455641,102.977886235,846.202944621,999
