@relation db_C10D20N70
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
59.0871531802,634.936771059,222.34823888,961.201374391,656.008411078,356.102012757,866.573221122,228.488034926,345.544067921,716.845670195,548.525596896,544.094010555,343.053190877,542.766076074,549.441325408,148.829407815,255.992762616,352.08970346,242.592506244,931.785444258,999
61.5002419502,633.841762932,209.939485609,947.079331763,655.185098435,330.036489509,853.486616306,295.603741643,361.015008315,750.296425858,554.598324717,541.762843835,388.024721993,541.162975989,544.788477648,157.10489977,766.138459999,355.131994721,248.271294994,946.146808442,999
46.106074281,644.027492356,213.38692935,979.027987257,656.163837474,365.048296414,861.443558882,95.145302139,343.218976498,812.168137697,520.826999767,543.903535487,513.904464742,526.083511362,552.019722117,160.301432892,663.894244743,338.049867736,231.095575319,947.696490005,999
64.383229576,633.454682575,263.429453191,927.257642367,651.462726866,341.536290564,841.962059761,21.1638050578,338.962109431,112.241843602,520.494420002,560.160421132,391.097788239,558.605580845,539.121605821,157.092742177,356.71764595,347.065925958,231.443329176,943.989598533,999
67.5408444938,660.877493037,229.18783277,982.613838032,648.083399002,370.24043267,839.129499606,922.865202355,341.177706647,951.348637135,540.998369659,555.037753238,228.43768668,549.572233789,555.727615637,155.428301512,696.173208337,364.972954844,239.047804122,949.441939781,999
65.9080047539,643.718976029,262.429504941,937.290610322,656.694837937,360.995680372,816.260062139,979.227247889,356.373980011,568.098666187,532.259122393,535.560423903,321.052234055,542.441335786,540.348181288,164.188336717,554.121772937,356.854585939,239.069637043,935.020900118,999
67.0995288365,647.273572778,235.130543152,928.864680841,644.874990951,398.158029287,845.588216273,892.906860562,353.82630789,274.562927168,531.763050075,541.379417194,657.67786642,566.830951246,551.980474062,149.602505391,164.928160179,343.950953972,226.966666855,938.328339778,999
74.529095873,634.353237999,257.396862177,948.747143042,647.680933097,340.811717328,843.124161276,119.126770596,349.879622152,996.082118174,516.354784606,547.767246507,818.091859491,557.645248654,545.420577433,170.524231795,721.649949086,348.467945695,252.099763597,937.711013242,999
67.0396799339,644.087438979,235.994505986,956.117332878,651.652210929,358.515200815,864.938355747,855.252007967,357.337834987,171.673464898,527.072825121,524.097255731,837.390338593,535.478308744,556.609370294,159.377402282,79.4599259761,342.606914048,246.998143759,951.62402079,999
77.7150773683,634.650096765,238.163927203,956.123050784,650.233724724,369.61791385,846.744462383,665.911201275,351.255681689,104.264142,520.948827494,525.112821365,185.080448513,536.845384839,548.548132883,168.062587475,945.624830127,352.38489768,245.781883648,943.323088643,999
80.2097033599,653.078308744,224.235794936,946.9531948,644.510035716,369.004021225,863.768959893,303.366796295,349.141126031,299.929611156,517.010596002,529.975979656,111.524969262,534.555618835,547.604257004,150.457540583,888.209506996,335.012190078,240.02918814,924.575045454,999
79.0901647771,623.651223506,203.343542393,954.622547424,643.716455479,381.812083213,874.333574186,501.787271686,345.639886049,688.416310228,515.812860299,538.280560048,181.2384822,553.104701,536.432327075,155.149440198,422.557237016,341.728286697,249.028942886,927.334438252,999
66.5133742452,637.694176923,206.520560618,947.962872151,645.76995366,356.765932815,838.464585493,199.582960784,358.321419096,347.529472536,517.843517954,553.55136893,551.712014119,533.652055243,552.369323672,169.887607468,540.382272073,357.599643363,256.813481295,936.68070931,999
48.8017063828,630.947380555,204.151727859,929.339869902,658.749054029,376.574035066,851.751863882,971.251719364,360.332514919,469.220676686,527.318562218,546.88233401,471.585723625,533.097700255,539.073301685,164.111494927,38.3415808657,354.063629885,248.95756953,935.149133075,999
63.7726289005,663.003122061,285.600082476,946.94951853,657.684363275,358.509856012,830.318216308,362.064417919,354.982160354,159.636630404,529.944795558,531.399873948,74.6018929769,522.180764838,536.665219178,163.625205425,409.177893843,350.830823658,249.404759168,931.370959008,999
70.0776676759,631.126841813,204.66361338,952.715928696,646.13865602,371.025422916,859.534429512,446.312870181,360.438814703,280.827017961,534.953125495,548.658906516,300.585537031,552.742599827,546.623019932,163.212735135,870.581634027,331.351185563,237.923120109,931.766278735,999
76.5536868683,668.362801691,253.842253678,969.777431342,636.604767769,338.522954527,827.344303508,789.008667499,357.736931991,651.17367922,537.827179118,554.218756377,112.367767301,581.705407351,557.714443102,164.735527853,915.864276024,356.926959036,243.361827184,950.962629946,999
60.4864507826,643.827232551,252.594971873,941.035001253,641.921724094,369.199161812,847.782933205,580.84163228,370.499111939,723.905862102,521.880901607,543.225037184,827.405314296,572.746857674,543.701216394,162.599559278,525.258181708,338.777836923,226.522218732,939.900073954,999
42.4581411435,653.950962138,196.237377457,986.982708736,655.030206465,347.892104115,832.725329324,735.930886303,364.424474606,521.807871697,536.722444882,543.921298446,350.225568202,516.194859644,552.475875543,173.589725178,37.4606451844,343.804089021,243.017343197,941.428000994,999
59.809445687,639.336527115,225.333453469,956.351090759,655.643232553,402.914210549,872.094557851,973.134218341,356.886854141,515.611061507,520.183929742,547.762150594,660.846861537,551.051270637,555.427747306,182.121353169,795.462461511,359.679792773,240.074251118,938.011495656,999
52.8273725657,636.783245618,227.374887938,941.991101699,644.958070533,406.155634495,870.664524499,921.130139939,367.236540283,254.123312853,521.694338711,539.22487091,560.218248062,558.927188242,556.391159748,169.390574103,404.819586785,350.904402733,235.722022049,940.398358585,999
55.0433733287,631.448301865,200.642561864,954.282831426,657.644832635,408.06027572,859.921930257,530.427046654,373.654958708,8.85763459597,520.060828996,539.887785713,259.08851976,540.925052864,550.927374133,171.488198568,828.570933766,361.399662374,244.104678143,938.769439704,999
