@relation db_C10D75
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute dim25 real
@attribute dim26 real
@attribute dim27 real
@attribute dim28 real
@attribute dim29 real
@attribute dim30 real
@attribute dim31 real
@attribute dim32 real
@attribute dim33 real
@attribute dim34 real
@attribute dim35 real
@attribute dim36 real
@attribute dim37 real
@attribute dim38 real
@attribute dim39 real
@attribute dim40 real
@attribute dim41 real
@attribute dim42 real
@attribute dim43 real
@attribute dim44 real
@attribute dim45 real
@attribute dim46 real
@attribute dim47 real
@attribute dim48 real
@attribute dim49 real
@attribute dim50 real
@attribute dim51 real
@attribute dim52 real
@attribute dim53 real
@attribute dim54 real
@attribute dim55 real
@attribute dim56 real
@attribute dim57 real
@attribute dim58 real
@attribute dim59 real
@attribute dim60 real
@attribute dim61 real
@attribute dim62 real
@attribute dim63 real
@attribute dim64 real
@attribute dim65 real
@attribute dim66 real
@attribute dim67 real
@attribute dim68 real
@attribute dim69 real
@attribute dim70 real
@attribute dim71 real
@attribute dim72 real
@attribute dim73 real
@attribute dim74 real
@attribute class {999}
@data
947.661122561,358.713022597,245.028484499,615.544908954,659.877681149,593.201880609,853.147300327,937.901296515,164.725922742,937.556807781,373.064528169,228.370134995,658.20490779,600.821971904,206.14145252,861.463219214,530.145993475,181.909847187,40.6060964137,842.055119379,54.0214332729,952.081593958,620.045012734,467.777187472,552.76090595,441.396677991,636.18291017,158.245111323,241.09624746,41.6629759803,125.839940253,691.090141979,741.870281498,918.151346394,721.021404476,813.892309397,393.492110876,244.244890523,719.819740535,826.224019074,733.564914559,53.1640292477,901.063149204,571.175146869,748.050634331,56.0290887869,334.284210142,668.023775238,23.398991438,286.758883393,740.997317156,661.389444965,244.543833821,882.129060359,38.067727184,89.5181464198,740.89559693,946.108714186,540.74655147,181.779418392,173.583365194,429.125953655,57.8429552034,249.697522175,859.549893219,155.643015354,241.246458196,77.7430017634,552.652431008,624.97721099,271.62511965,364.09272219,61.5146548545,466.601180983,578.581320628,999
934.023961876,369.698199827,244.70080463,613.621785403,665.995510353,578.523609393,855.253005851,924.205992127,167.349209204,949.10432873,366.417701794,241.053260394,664.848139425,867.278272735,672.978550172,848.271357597,545.027817606,585.306109104,38.3030060758,832.481871362,42.6259959752,961.974594517,616.51815726,459.521759711,557.4781511,428.242967755,631.47801949,153.016233734,242.860960656,47.4146662248,110.070176904,474.271752443,740.431129564,916.795984364,6.99148691273,827.595808698,768.152323938,249.063717037,726.386684236,839.208448111,736.724223057,46.7950784465,898.761109711,816.683806716,743.452453849,66.0885311177,333.395496025,649.805764407,844.473926402,375.602753125,988.924188069,665.234630453,244.881796638,860.614660918,17.3569133953,972.576112122,916.193259897,936.852513343,529.716229787,173.755495585,158.88680696,438.436486012,63.3463417261,246.589224206,841.863499466,161.671463787,248.800223194,982.036467837,16.6571144297,633.876538074,263.242654676,347.531795159,757.349440324,447.614287877,578.595875351,999
934.528505858,353.24036661,246.324720742,616.478954873,649.324573161,580.613771693,853.074816726,945.700588538,176.942910768,953.869906685,355.26636917,241.161265473,652.66678225,329.292914419,565.692582742,863.570404658,534.808484127,185.170036313,62.2867227505,839.66009351,30.0588975271,972.200304365,647.856279411,469.103947861,555.2593527,440.623400677,649.731931731,140.971801592,258.644203681,31.5715563606,107.904171352,226.202129599,733.662457732,919.19573349,705.143961817,809.17497523,591.535917575,243.383274558,752.190764048,834.348572159,736.270676701,64.7472702776,892.668664255,807.930560566,746.968823018,58.2133895978,331.585270628,650.982103741,954.249883056,388.52243916,618.882831708,654.163096957,258.669087975,866.319373231,17.6798833505,560.365856963,82.4403392891,945.517108607,538.233979557,181.517468035,156.32221234,423.792331917,52.5495158611,217.311470391,853.716202575,140.526729838,249.726443095,471.019405997,512.819236849,643.135485435,268.283621425,359.041763915,848.491741762,461.281745313,571.410723874,999
937.003697213,366.230258503,217.900431886,614.041555132,661.143201902,574.029776421,869.730126204,938.481343759,170.409271457,927.296489688,371.888129591,249.058718289,645.90552149,685.55871619,122.103252895,839.928218319,546.06657226,94.3378203334,24.8426244406,835.981733824,34.9301485742,968.579314956,625.352950902,465.95860198,545.338064656,436.87943133,622.034484461,153.437087546,236.676161243,53.8391580418,116.813752649,880.140608269,725.357606107,919.865101649,73.0879407599,820.684595118,960.332703015,250.764761517,732.886760302,852.256458401,738.514025339,42.0395933324,888.090176606,671.540672809,749.480382776,75.5908313388,333.215927964,677.999093378,848.735941673,733.508559157,731.72675842,649.321355039,261.496516188,873.983837627,22.4046510948,964.168497442,929.10184806,947.513983015,538.991884887,175.368762513,160.553109274,421.981879049,39.3115445468,239.374141185,867.015339708,162.30896527,262.425032713,62.2306646475,716.294359175,639.575049883,250.825966413,370.319302232,65.0085424241,449.442072998,574.05883462,999
942.442256511,371.921964611,222.059485414,620.742946111,648.958673667,578.920145002,874.435407532,926.921177787,166.901697944,929.34002597,386.665505762,238.505346641,639.173565233,742.931640868,446.9293911,833.30131852,538.792897629,719.801400536,17.8035910295,826.67737033,37.0881333162,977.843130282,618.495758541,475.190952528,553.665482738,447.115686113,618.829874837,163.376867628,233.806646144,45.4874147126,108.857543501,356.772563511,736.876843211,911.686349818,892.673037481,827.33394503,874.636426211,247.153798831,722.788129357,854.984057037,731.372145298,50.0610203499,882.842696863,381.419300663,756.588926756,73.7955019971,336.123589501,665.716306141,372.382963285,102.941481997,217.520231896,661.686348922,258.114114767,875.800932403,27.286549241,323.296374605,728.342096152,941.198745154,545.627614015,169.841731077,167.075175698,409.350203963,52.4164256668,228.9810388,870.025186212,176.507794444,268.085046075,501.772321081,267.668039557,645.32447965,254.308378682,376.086379734,347.733200004,452.331560589,575.708567977,999
928.088856055,363.238640099,223.347247891,611.43323504,677.065465456,581.059197107,886.803248782,950.536618787,189.273112667,925.572588334,356.843349639,254.287459697,652.040105909,508.851136546,802.636730261,844.339145269,540.072697363,284.99161654,14.0695416339,839.674642886,38.3357193602,959.190964046,631.231783471,468.775314937,552.519620835,426.819325226,612.51152097,141.317207407,241.357713977,48.0141809594,120.283847151,887.879408759,711.20527122,929.305518978,818.911113761,802.29925839,125.654485981,259.467460177,738.986258009,857.645044341,730.942411337,29.1073818163,891.53411856,324.765190248,739.810114653,83.145118777,325.590131882,692.60881553,309.895667594,477.156772614,243.184731535,631.650241961,255.218873736,881.238397401,31.0826390121,155.36108927,164.487782376,940.011458543,531.698323752,165.080748151,153.188800904,407.212322339,44.3016460576,233.028579958,870.771129369,170.576109782,270.214798946,538.195430533,239.144835968,622.674266727,240.185682514,378.675483566,447.872210145,459.55081851,565.596928307,999
928.085593118,359.012006529,226.652344149,623.984684363,651.772891506,563.095995757,888.094065538,934.418415457,183.507021951,915.224330359,365.955459584,251.559334344,655.846226003,630.217717739,357.791074262,830.060061857,547.01142098,738.445448396,37.9881743314,838.900930012,50.7241581995,949.763937543,620.801313182,460.245155754,537.049198325,445.549414635,618.58856635,137.231007321,230.696389663,46.5618184573,123.669669549,491.0525525,712.122058677,910.375796195,449.894147956,824.250666891,32.3360063066,247.935261067,740.008858593,842.158287844,743.198979494,34.2820399759,883.254892327,812.175981797,746.540723086,65.9643361859,338.90242544,660.554253823,708.794649326,373.11363843,583.515510804,665.513702017,254.570042453,875.904543263,32.7956144274,233.542765634,826.549825895,955.239461261,546.185048789,180.136678755,166.82692906,432.485274236,27.6536165987,249.134047297,858.776146747,180.966122139,268.187822331,380.390003955,764.480156801,617.023568706,254.948477991,374.15311279,414.103685939,444.547474543,566.93424299,999
924.468239176,354.115926694,233.308329542,619.22374844,661.109175542,570.472508933,881.946226548,942.586990271,173.219002067,921.263938112,376.90778358,245.826278766,662.20264454,850.769642759,437.363436547,835.455709435,555.491279311,344.574767025,49.6201644774,841.849521518,42.0277919386,962.005446835,633.218176162,468.045865377,531.696462014,449.632190943,624.794217943,138.815463071,239.702853253,46.8028759498,115.17663687,226.435440323,723.796339758,916.653239457,297.014910752,832.590203632,613.742463483,244.429221927,744.619425666,848.285864542,740.35844132,26.0289563892,888.860673349,746.769837543,738.734813275,68.7829856258,330.763105783,664.52613287,19.4009746574,551.687625193,6.53047777558,660.390306363,253.581813593,871.017342198,26.6469421483,102.189808323,238.42484475,948.938794097,538.293797192,168.894314025,164.74921456,427.418159117,36.6104990939,246.20203123,849.79425012,169.043385387,264.625233099,87.3891956092,133.644007108,608.563157646,258.38258255,377.805170047,187.180079747,448.84901511,576.170756947,999
944.429577236,373.24041438,222.872503985,623.473740243,674.955524721,579.457619566,883.12872902,925.883345332,163.795470875,924.111685683,359.320869351,252.24423652,651.481101489,673.707540582,238.655710282,833.501647448,554.694158796,72.5441751602,20.2202516867,830.899107851,42.1020790274,957.657959924,614.87489989,455.656713164,551.392660316,445.114880928,623.910369314,159.704854137,225.630849821,42.9982640266,107.653485041,475.021373872,727.224037664,911.896095855,120.096809162,828.852170289,147.339421593,256.21247813,724.59353864,859.986056596,740.611892019,48.1570890966,895.084257395,978.769203839,742.154549045,82.1744305865,324.323103485,672.458481333,34.0328428923,278.361660014,989.816685743,662.043481741,255.49615653,878.352963835,27.1835787812,450.395291182,387.085340373,954.078962822,529.794802483,179.350467072,151.88606136,413.832340612,46.4666806031,251.749214263,869.909429484,154.67719294,270.150909438,38.8005769016,536.03474694,642.063650648,250.431168559,361.904925719,57.9317675728,458.775200809,566.057921627,999
928.514023626,374.43747041,225.391964608,601.213183771,665.020422762,580.824642124,888.335332577,929.17523417,154.932228015,947.005451788,366.392142999,252.639995858,656.674494374,949.163251353,700.774799027,836.265180917,555.786511946,545.474538357,11.7909929619,835.174160759,23.7249865194,986.023589167,631.410130474,467.934270358,551.739904814,426.748824518,624.33685909,137.317214277,232.598020996,60.3319586787,120.389342129,719.941803141,718.390055459,916.685791879,415.063001819,831.908261348,289.021041261,243.409612647,714.958850497,841.245584491,733.851064333,31.5722257095,890.215467929,220.127051328,743.279320933,81.09593504,337.554776319,697.101930469,501.719350639,421.257808164,334.728222819,639.596638205,263.428298409,864.45088645,29.2400787348,40.7584778479,962.215022141,938.807394102,533.865433693,186.058161048,157.324721081,408.8042771,28.4712025343,250.060765777,859.15710102,176.052833661,272.813416789,959.561474232,701.995217863,656.037987144,246.076800636,374.515950882,987.390344344,442.16070129,578.706309856,999
927.238814312,360.225181837,210.668755467,616.124225367,662.827902422,586.683552179,874.322892622,943.480544842,170.414751637,920.164089761,363.432400509,243.117926687,641.271004457,65.1618010511,45.8436712252,843.667292083,548.584007258,616.755803241,18.0968706688,841.290435213,29.1095004258,963.625723215,625.74595978,472.832065277,540.444472219,427.533241894,615.093013587,154.913386909,230.414247457,46.2575447888,107.164212133,475.756987771,729.571438527,928.895705386,866.289404633,830.677421433,475.90135497,258.351860137,740.143654958,847.614387392,749.868790925,43.2825428912,879.270908588,452.436529192,739.510746616,66.3664689629,336.437516644,685.074738746,265.403573654,357.021748117,378.593825091,654.839542475,265.305889559,866.601635603,32.5997638237,482.696381113,677.641085129,939.348485029,549.741220781,182.263118454,148.576927682,415.760832611,44.243241681,238.853925789,874.329970148,157.701815674,268.03144232,441.403542761,711.57053963,643.024207618,260.083673766,373.937687723,794.721348256,447.920034902,562.652732931,999
934.771383105,364.856134203,234.139193214,633.3740523,645.68407551,572.556947538,870.756204668,930.399128413,170.308343293,932.247187841,383.099689626,244.720087849,650.276540601,664.508812388,792.201445482,823.712513116,535.917758905,730.246504158,14.7621385875,816.57165205,42.1516585765,977.92037539,618.120248588,481.868052805,540.69951903,436.367695828,620.206074726,165.695898137,229.930866753,51.5054534523,110.766371017,563.800590134,732.345819216,904.547754955,558.815848672,832.273117101,627.154683421,243.068055589,720.277152266,848.910510654,722.249752692,54.7141159272,891.744424825,352.802560466,748.843488529,69.9116432126,337.026324577,667.036474743,173.310082762,104.55718899,147.233336617,656.570593928,250.321564998,873.332619051,35.7727670473,658.437198324,769.449959733,953.054600633,555.840633415,177.227709357,160.057380197,413.100232828,52.5617141103,225.213482376,877.473876781,177.867849767,275.11061704,758.86086908,89.9986030803,644.730809118,249.484767838,381.309662936,812.938872976,448.083431251,576.90723185,999
922.876659975,353.24489456,218.464823614,620.779468301,673.573291728,584.841626579,891.587946232,940.727224477,187.044072366,924.886894189,356.652802543,242.682283181,649.168160677,336.281399238,94.255645325,841.892601059,530.381534178,654.59229781,10.3106582065,837.450088194,42.7821151254,963.184797921,632.698941717,461.252266094,544.142295253,431.515641844,622.36277645,150.237048822,245.063842298,55.146627869,126.555905873,18.6856828652,713.469845099,919.70992119,301.203135496,795.364230629,920.323959998,254.334865701,744.916288995,851.220732631,740.418328756,32.1957253481,899.75348698,422.215550602,744.912066195,80.2177076125,328.865286386,702.756154648,525.923801819,15.0300337602,513.440703011,638.27660462,249.262369339,888.136973887,37.9827169863,628.989295744,216.527481122,948.622523807,533.372135228,162.510075366,147.898657373,397.599431279,42.1926396953,222.526598777,863.753631864,164.699310273,273.091027469,319.318164925,708.612178731,613.02589915,233.121653555,370.362568801,283.233642651,454.432776621,557.223884343,999
922.71536754,373.815151442,220.015076948,606.263188947,681.300595637,587.981424155,874.731658648,961.716470988,183.710212606,922.218878421,360.768116497,262.903502687,647.745838904,513.99795859,166.202193399,837.347778965,532.681663303,500.181300979,18.6886136163,846.579530429,46.8642570818,949.62001509,624.36096289,461.459290998,556.041871567,428.920418151,619.248418037,136.814505527,249.487655046,52.4883162577,115.071794085,68.1393458493,722.350439034,938.475222074,509.203987626,805.418572536,679.358618296,267.34163077,729.803362504,862.772615721,727.206462063,18.3013449062,885.451550046,611.526590761,745.944432289,88.5220021142,316.062371828,685.729888336,273.853719325,777.740747994,323.218136304,637.508212794,251.928876159,889.084671762,25.2600248634,61.7955510501,269.11427683,947.135658893,538.894575726,163.120531068,150.904488021,418.5497747,35.7719708665,226.438283991,864.364706077,169.647998106,273.075718008,65.2043072246,202.796751882,626.783705028,250.870043539,376.274637657,544.128607418,464.516147202,560.862621038,999
942.35193197,364.392514101,238.955778812,615.288185887,649.38511757,565.796441382,881.453749145,947.663985509,179.782379571,918.402416213,369.720137412,255.652834805,659.894212936,752.21761448,221.702486935,837.639534743,556.717266265,705.061119703,38.4259029077,843.911273948,49.6471226844,960.608570006,613.148454918,451.470233433,528.45389487,443.198896096,628.980776095,142.826372795,240.259956553,53.3243256467,129.917357834,713.574364413,723.368148413,918.041403592,694.323413394,821.519972006,692.24097149,237.220738417,745.777987125,845.776408545,735.622717623,31.0650264691,876.588394343,862.599937916,756.337565415,73.2641825664,332.344038484,661.589420886,821.056643749,72.1780493689,885.826916482,655.765221594,251.044445082,866.020353252,37.4388204124,766.049181429,968.341916596,962.737394266,535.459997699,183.418002142,174.915527741,419.053247129,41.5922068943,242.02131276,848.440123038,167.379352606,262.762570098,931.909708768,803.478919233,609.834313162,248.853577435,370.979329881,747.64466749,456.241994141,560.574007145,999
938.368056732,360.064845945,236.836757447,615.406028347,648.094945135,557.482335203,896.796653805,943.079732615,180.348586923,924.476523793,373.636234944,247.099724665,653.801376142,48.5127889079,36.0639596646,834.645166404,537.86933235,337.028593889,34.4070860059,830.041458256,50.1391866824,947.530113522,612.014141278,469.538060323,529.620508587,452.655933066,628.318595143,135.862657651,223.650235969,56.1332681088,115.216460642,753.424063785,721.270271621,903.121615993,794.068150692,821.509636384,486.127441458,258.595308298,745.373032212,834.452225999,750.762620164,29.4842476468,886.180935893,357.688481223,755.32365458,59.5379163751,343.872143323,651.461314126,963.029528258,999.221600343,981.027739982,661.999677548,249.306109236,882.118152742,37.1840678179,410.873033045,251.283846623,948.522066113,535.852105345,169.670810341,158.66788442,423.985882559,25.0973756222,248.956809831,849.018560974,189.402659229,270.323747397,819.201952732,564.209321985,608.33901288,263.39394521,383.579116439,895.833165672,435.527741195,555.058532905,999
933.159430829,341.592678475,229.086223099,617.319779254,656.263860122,577.484095254,880.075401086,932.07102707,171.084479535,922.991358297,384.834504704,255.566929748,669.094686974,391.098780088,809.180310612,844.296970487,560.054173761,44.3047500054,48.912043201,832.811953446,48.1020624969,952.789351712,631.447978203,458.638037061,523.489113613,441.844472536,629.944041406,134.11360396,246.631658589,54.5133014518,120.676454124,796.319048985,716.676844047,912.163917565,206.256400521,820.978681076,658.734442527,235.326636481,737.528568754,841.141347379,751.441178204,21.31985957,884.200226685,430.098847598,745.154174059,63.8918271202,338.974504245,660.025619204,597.729724782,355.475444723,219.32907241,662.891069854,246.947093743,876.997892486,33.9634144042,284.919892977,719.151819287,943.17231572,543.265065738,170.151147838,168.934177401,437.227254445,30.7702003375,251.920148433,856.74542598,166.280992784,261.193944532,332.266674714,589.436564105,606.595415874,267.368650858,385.35645385,945.02459745,438.194225611,567.085922248,999
